,MaritalStatus_Num,Gender_Num,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation_Num,EnglishOccupation_Num,HouseOwnerFlag,NumberCarsOwned,Age,BikeBuyer
3434,1,0,60000.0,2,1,1,3,0,2,67,1
3435,0,0,60000.0,2,1,2,3,1,1,66,0
3436,0,0,60000.0,2,1,2,3,1,1,67,0
3437,0,0,70000.0,4,2,2,3,1,1,67,0
3438,0,1,80000.0,3,1,3,4,1,1,67,0
3439,1,0,80000.0,3,1,3,4,1,2,66,1
3440,0,1,60000.0,2,1,1,3,1,2,66,0
3441,0,1,60000.0,2,1,1,3,1,2,66,0
3442,0,0,60000.0,2,1,2,3,1,2,65,1
3443,0,0,60000.0,2,1,2,3,1,2,66,0
3444,0,0,60000.0,2,1,2,3,1,2,65,0
3445,0,1,70000.0,4,2,2,3,1,1,66,0
3446,1,1,70000.0,2,1,0,1,1,2,65,0
3447,1,0,70000.0,2,1,0,1,0,2,64,1
3448,0,0,70000.0,2,1,0,1,1,2,64,0
3449,0,0,70000.0,2,1,0,1,1,3,65,1
3450,1,1,70000.0,2,1,0,1,1,3,65,1
3451,1,1,60000.0,2,1,2,3,1,2,64,0
3452,1,1,60000.0,2,1,1,3,1,2,64,0
3453,1,0,100000.0,2,3,2,3,1,4,60,1
3454,0,1,110000.0,2,4,2,3,1,3,60,1
3455,0,0,120000.0,2,4,1,3,1,4,60,1
3456,0,1,130000.0,2,4,2,3,0,2,60,1
3457,0,0,150000.0,2,4,1,3,1,2,60,1
3458,1,0,150000.0,2,4,1,3,0,2,60,1
3459,1,1,110000.0,2,4,2,3,1,4,61,1
3460,1,0,120000.0,3,4,1,3,1,4,60,1
3461,0,1,120000.0,3,4,1,3,1,4,61,1
3462,0,1,130000.0,3,4,2,3,1,3,62,1
3463,0,1,160000.0,3,4,1,3,1,3,62,1
3464,1,1,80000.0,3,2,2,3,1,1,63,1
3465,0,1,80000.0,5,0,3,4,0,2,73,0
3466,0,1,110000.0,3,4,3,4,1,4,73,1
3467,1,0,70000.0,5,1,1,3,1,2,72,1
3468,0,1,80000.0,5,0,2,3,0,2,72,0
3469,0,0,100000.0,2,3,4,4,0,4,72,0
3470,0,1,130000.0,4,4,3,4,1,4,72,0
3471,1,1,90000.0,5,0,2,3,1,2,71,0
3472,0,0,110000.0,3,4,3,4,1,4,71,1
3473,0,0,130000.0,4,4,2,3,1,4,71,0
3474,0,1,130000.0,4,4,2,3,0,4,70,1
3475,0,1,170000.0,4,4,3,4,1,4,70,1
3476,0,1,90000.0,3,2,2,3,0,1,63,0
3477,1,0,90000.0,4,2,1,3,1,1,63,1
3478,0,0,90000.0,4,2,1,3,1,2,63,1
3479,1,1,130000.0,3,4,2,3,0,4,63,0
3480,1,1,150000.0,3,4,1,3,0,4,63,0
3481,0,1,160000.0,3,4,1,3,1,4,63,0
3482,0,0,100000.0,3,4,3,4,1,4,64,0
3483,0,0,120000.0,3,5,3,4,0,2,64,1
3484,0,1,130000.0,4,5,2,3,1,2,64,1
3485,0,1,130000.0,5,5,2,3,1,2,64,0
3486,0,0,160000.0,3,4,3,4,1,4,64,0
3487,1,0,80000.0,4,1,2,3,1,2,65,0
3488,0,0,80000.0,4,1,2,3,1,2,65,0
3489,0,0,80000.0,4,1,1,3,1,2,64,0
3490,0,0,90000.0,4,1,1,3,1,2,64,0
3491,0,0,110000.0,4,5,2,3,0,2,65,1
3492,0,1,130000.0,4,5,2,3,0,3,65,0
3493,0,0,90000.0,4,1,1,3,1,3,66,1
3494,0,0,120000.0,4,5,2,3,0,3,66,0
3495,0,1,90000.0,4,1,1,4,1,3,67,1
3496,0,1,130000.0,4,5,1,4,1,3,66,1
3497,0,1,130000.0,4,5,1,4,0,3,67,0
3498,0,0,150000.0,4,5,2,4,1,4,68,0
3499,0,1,170000.0,0,5,1,4,0,4,68,1
3500,0,0,70000.0,5,1,0,1,1,4,69,0
3501,0,1,80000.0,5,1,1,4,1,4,69,0
3502,0,0,90000.0,4,1,1,4,1,3,69,1
3503,0,1,110000.0,4,5,1,4,1,3,69,0
3504,1,0,80000.0,5,0,0,1,1,2,70,0
3505,0,1,80000.0,5,1,0,1,1,4,70,0
3506,1,1,90000.0,5,0,0,1,1,2,70,0
3507,0,0,100000.0,4,5,0,3,0,1,70,0
3508,0,1,120000.0,5,5,0,3,1,4,70,0
3509,1,1,70000.0,0,0,3,3,0,2,42,1
3510,1,0,70000.0,0,0,3,3,0,2,41,1
3511,0,0,70000.0,0,0,3,3,1,3,40,0
3512,1,1,70000.0,0,0,3,3,0,3,41,0
3513,0,0,80000.0,0,0,3,3,1,2,42,0
3514,1,1,70000.0,0,0,3,3,1,4,42,0
3515,1,0,90000.0,0,0,3,3,0,2,41,1
3516,1,1,80000.0,0,0,3,3,0,3,43,0
3517,1,1,80000.0,0,0,3,3,0,3,44,0
3518,1,1,80000.0,0,0,3,3,0,3,43,0
3519,1,0,100000.0,0,5,1,4,1,2,42,1
3520,1,1,90000.0,0,0,3,3,0,3,44,1
3521,1,0,100000.0,0,5,1,4,1,2,43,1
3522,1,1,100000.0,0,5,1,4,1,3,44,1
3523,1,0,80000.0,0,0,3,3,1,4,46,0
3524,0,1,110000.0,0,5,2,4,1,3,45,0
3525,0,0,120000.0,0,5,0,3,1,4,44,1
3526,0,1,100000.0,0,5,1,4,1,3,46,0
3527,1,0,90000.0,0,0,3,3,0,4,46,0
3528,1,0,100000.0,0,5,1,4,1,4,47,1
3529,0,1,150000.0,0,5,0,3,0,4,47,0
3530,0,0,100000.0,0,5,0,3,1,4,46,0
3531,1,0,150000.0,0,5,3,4,1,4,46,1
3532,0,1,160000.0,4,5,0,4,0,4,46,0
3533,0,1,80000.0,4,3,2,3,1,2,52,0
3534,1,0,60000.0,1,0,4,1,1,0,45,1
3535,0,0,60000.0,1,0,4,3,1,0,45,1
3536,0,1,70000.0,1,0,4,3,1,0,45,1
3537,0,0,70000.0,2,0,4,3,1,0,45,1
3538,0,0,50000.0,1,1,3,1,1,0,46,1
3539,0,1,50000.0,1,1,3,1,1,0,46,1
3540,0,0,50000.0,1,1,3,1,1,1,47,1
3541,0,0,50000.0,1,1,3,1,1,1,47,0
3542,1,1,60000.0,1,0,4,3,1,0,48,1
3543,1,0,60000.0,1,0,4,3,1,0,47,1
3544,0,1,60000.0,1,0,4,3,1,0,46,1
3545,0,1,60000.0,1,0,4,3,1,0,46,1
3546,0,1,60000.0,1,0,4,3,1,0,45,1
3547,0,0,70000.0,3,0,4,3,1,0,45,1
3548,1,0,70000.0,3,0,4,3,1,0,45,1
3549,0,0,60000.0,1,0,4,3,1,0,48,1
3550,0,1,60000.0,1,0,4,3,1,0,47,1
3551,1,1,40000.0,0,0,3,3,0,1,50,1
3552,0,1,60000.0,2,0,4,3,1,0,47,0
3553,1,0,70000.0,4,0,4,3,1,0,47,1
3554,0,0,70000.0,4,0,4,3,1,0,47,1
3555,0,1,70000.0,4,0,4,3,1,0,46,1
3556,0,0,80000.0,2,0,4,3,1,0,47,1
3557,1,1,40000.0,0,0,3,3,0,1,49,1
3558,1,1,50000.0,2,2,3,1,0,1,50,0
3559,1,1,50000.0,2,2,3,1,1,1,50,1
3560,1,0,50000.0,2,2,3,1,0,1,50,0
3561,0,1,60000.0,0,0,4,3,1,0,51,0
3562,0,1,60000.0,0,0,4,3,1,0,51,0
3563,1,1,60000.0,0,0,4,3,1,0,51,1
3564,0,1,60000.0,0,0,4,3,1,0,50,0
3565,0,1,60000.0,0,0,4,3,1,0,51,0
3566,1,0,70000.0,0,0,4,3,1,0,51,1
3567,1,1,70000.0,4,0,4,3,1,0,51,1
3568,0,1,70000.0,4,0,4,3,1,0,50,1
3569,1,0,80000.0,3,3,3,1,1,2,52,1
3570,1,1,80000.0,3,3,3,1,1,3,51,1
3571,0,0,80000.0,3,3,3,1,1,3,52,0
3572,1,0,60000.0,0,0,4,3,0,1,52,1
3573,0,1,40000.0,0,0,3,3,0,1,53,0
3574,1,1,40000.0,0,0,3,3,0,1,53,1
3575,1,1,40000.0,0,0,3,3,0,1,53,0
3576,0,0,60000.0,4,4,3,1,1,2,53,0
3577,1,1,60000.0,4,4,3,1,1,2,53,0
3578,0,1,60000.0,4,4,3,1,1,3,53,0
3579,0,1,60000.0,4,4,3,1,1,3,53,0
3580,0,0,60000.0,4,4,3,1,1,3,53,0
3581,0,0,60000.0,5,5,3,1,1,3,52,0
3582,1,0,60000.0,4,2,3,1,0,2,53,1
3583,1,1,60000.0,4,2,3,1,0,2,52,1
3584,1,0,60000.0,4,2,3,1,0,2,53,1
3585,0,1,60000.0,4,2,3,1,1,2,53,1
3586,1,0,40000.0,0,0,3,3,0,1,54,1
3587,1,1,70000.0,4,2,3,1,0,2,53,1
3588,0,1,70000.0,4,2,3,3,1,2,53,1
3589,0,0,70000.0,4,2,3,3,1,2,54,1
3590,1,0,70000.0,0,0,3,3,0,1,49,1
3591,1,0,70000.0,0,0,3,3,0,1,49,1
3592,1,0,70000.0,0,0,3,3,0,1,48,0
3593,1,0,60000.0,2,2,4,3,0,0,48,1
3594,1,1,70000.0,0,0,3,3,0,1,53,0
3595,1,0,60000.0,3,2,4,3,0,0,53,1
3596,1,1,60000.0,3,2,4,3,0,0,53,1
3597,0,0,60000.0,3,2,4,3,1,0,54,1
3598,0,1,40000.0,1,1,3,1,1,0,43,1
3599,0,0,40000.0,1,1,3,1,1,0,43,1
3600,1,0,30000.0,0,0,1,0,0,1,43,1
3601,1,1,10000.0,0,0,0,0,0,2,45,0
3602,1,0,20000.0,0,0,0,0,1,2,45,0
3603,0,0,40000.0,1,1,3,1,1,1,44,0
3604,1,0,20000.0,0,0,0,0,0,2,45,0
3605,1,0,20000.0,0,0,0,0,0,2,45,0
3606,1,0,20000.0,0,0,0,0,0,2,45,0
3607,1,1,30000.0,0,0,1,0,0,1,44,1
3608,1,1,30000.0,0,0,1,0,0,1,45,0
3609,1,1,10000.0,0,0,0,0,1,2,46,0
3610,1,0,10000.0,0,0,0,0,0,2,45,0
3611,1,0,10000.0,0,0,0,0,0,2,45,0
3612,0,1,20000.0,0,0,0,0,0,2,46,1
3613,1,1,20000.0,0,0,0,0,1,2,46,0
3614,1,1,30000.0,0,0,1,0,0,1,46,1
3615,1,0,30000.0,0,0,1,0,1,1,46,0
3616,1,1,30000.0,0,0,1,0,1,1,46,0
3617,1,1,30000.0,0,0,1,0,0,1,46,0
3618,1,0,40000.0,2,2,2,2,1,0,47,1
3619,1,1,40000.0,2,2,2,2,1,0,46,1
3620,1,1,40000.0,2,2,2,2,1,0,47,1
3621,1,1,40000.0,2,2,2,2,1,0,47,1
3622,1,0,40000.0,2,2,2,2,1,1,47,1
3623,1,0,40000.0,2,2,2,2,1,2,46,1
3624,1,0,40000.0,3,3,2,2,1,0,42,1
3625,1,1,40000.0,3,3,2,2,1,0,42,1
3626,0,1,60000.0,0,0,4,1,1,0,51,0
3627,0,1,60000.0,0,0,4,1,1,0,50,1
3628,0,0,60000.0,0,0,4,1,1,0,51,1
3629,1,1,20000.0,2,0,1,0,1,2,64,1
3630,1,0,20000.0,2,0,1,0,1,2,64,1
3631,0,1,20000.0,2,0,1,0,0,2,64,1
3632,0,0,20000.0,2,0,1,0,0,2,64,1
3633,0,1,20000.0,2,0,0,0,0,2,62,1
3634,0,0,30000.0,1,0,1,2,1,1,63,0
3635,0,0,30000.0,1,0,1,2,1,1,63,1
3636,0,0,30000.0,1,0,1,2,1,1,63,0
3637,0,0,40000.0,1,0,2,2,1,1,63,1
3638,0,0,40000.0,1,0,2,2,1,1,62,1
3639,0,0,40000.0,1,0,2,2,1,1,62,1
3640,1,0,30000.0,2,0,1,1,1,2,61,0
3641,1,1,30000.0,2,0,1,1,1,2,60,0
3642,1,1,30000.0,2,0,1,1,1,2,61,0
3643,0,1,30000.0,2,0,1,1,1,2,61,0
3644,0,1,40000.0,1,0,2,2,1,1,60,0
3645,0,0,40000.0,1,0,2,2,1,1,60,0
3646,0,0,30000.0,2,0,1,1,0,2,60,0
3647,0,0,30000.0,2,0,1,1,1,2,60,0
3648,0,1,30000.0,2,0,1,1,1,2,60,0
3649,0,0,30000.0,2,0,1,1,1,2,59,0
3650,0,0,30000.0,2,0,1,1,1,2,60,0
3651,0,1,40000.0,1,0,2,2,1,1,59,1
3652,0,1,40000.0,2,0,2,2,1,1,58,0
3653,0,1,40000.0,2,0,2,2,1,1,59,0
3654,0,0,40000.0,2,0,2,2,1,1,59,0
3655,1,1,80000.0,5,0,4,1,1,0,59,0
3656,0,0,80000.0,5,0,4,1,1,0,59,0
3657,0,0,80000.0,5,0,4,1,1,0,59,0
3658,1,0,60000.0,4,0,4,1,1,0,57,0
3659,0,1,60000.0,4,0,4,1,1,0,58,0
3660,1,1,40000.0,4,4,1,1,0,2,45,0
3661,0,0,50000.0,0,0,4,1,1,0,45,0
3662,0,0,50000.0,0,0,4,1,1,0,45,0
3663,0,0,40000.0,0,0,4,1,1,0,44,0
3664,0,0,40000.0,1,0,4,1,1,0,44,0
3665,0,1,40000.0,1,0,4,1,1,0,43,0
3666,0,0,40000.0,1,0,4,1,1,0,44,1
3667,0,0,40000.0,1,0,4,1,1,0,44,0
3668,0,1,40000.0,1,0,4,1,1,0,43,0
3669,0,1,40000.0,1,0,4,1,1,0,44,0
3670,0,1,40000.0,1,0,4,1,1,0,44,0
3671,0,1,60000.0,1,0,4,1,1,0,46,0
3672,0,1,60000.0,1,0,4,1,1,0,46,0
3673,0,0,10000.0,1,0,4,0,1,0,49,0
3674,0,0,10000.0,1,0,4,0,1,0,55,0
3675,0,1,10000.0,1,0,3,0,1,0,55,0
3676,0,0,10000.0,1,0,3,0,1,0,56,0
3677,0,1,20000.0,1,0,4,2,1,0,56,0
3678,0,0,10000.0,2,0,2,0,1,0,61,0
3679,1,0,20000.0,1,0,3,2,1,0,61,1
3680,1,1,20000.0,1,0,3,2,1,0,60,1
3681,1,1,10000.0,2,0,2,0,1,1,62,1
3682,0,0,20000.0,1,0,3,2,1,0,62,1
3683,0,0,10000.0,2,0,2,0,1,1,63,1
3684,0,1,10000.0,2,0,2,0,1,1,63,1
3685,0,0,20000.0,1,0,3,2,1,0,80,0
3686,1,0,20000.0,1,0,3,2,1,0,78,1
3687,0,0,20000.0,1,0,3,2,1,0,77,0
3688,0,0,30000.0,1,0,3,2,1,0,74,0
3689,0,0,30000.0,1,0,3,2,1,0,74,1
3690,1,1,10000.0,0,0,2,0,0,1,37,1
3691,0,1,10000.0,0,0,2,0,0,1,38,0
3692,0,1,10000.0,0,0,2,0,0,1,37,0
3693,0,1,10000.0,0,0,2,0,1,1,38,0
3694,0,0,10000.0,0,0,2,0,0,1,38,0
3695,1,0,10000.0,0,0,1,0,0,2,40,1
3696,0,1,20000.0,0,0,3,2,1,0,37,1
3697,0,1,20000.0,0,0,3,2,1,0,39,1
3698,0,1,20000.0,1,0,2,0,1,0,74,0
3699,0,0,20000.0,2,0,2,0,1,0,74,0
3700,0,0,20000.0,2,0,2,0,1,1,74,1
3701,0,1,20000.0,1,1,2,0,1,0,55,0
3702,1,1,20000.0,1,1,2,0,0,0,56,1
3703,0,1,10000.0,1,1,1,0,1,1,57,0
3704,1,1,20000.0,1,1,2,0,0,0,57,1
3705,1,1,20000.0,1,1,2,0,0,0,57,0
3706,0,1,20000.0,2,0,2,0,1,1,59,1
3707,1,0,20000.0,2,0,2,0,1,1,59,0
3708,0,0,30000.0,1,0,4,2,1,0,59,1
3709,0,1,30000.0,1,0,4,2,1,0,59,1
3710,0,0,30000.0,1,0,4,2,1,0,59,1
3711,0,0,30000.0,3,0,3,2,1,0,57,1
3712,0,0,30000.0,3,0,3,2,1,0,57,1
3713,0,1,30000.0,3,0,3,2,1,0,58,1
3714,0,0,30000.0,3,0,3,2,1,0,58,1
3715,0,1,30000.0,3,0,3,2,1,0,57,1
3716,1,1,30000.0,1,0,3,2,1,0,59,1
3717,1,0,10000.0,2,2,1,0,1,0,46,0
3718,0,1,30000.0,0,0,3,2,1,0,46,1
3719,0,0,30000.0,0,0,3,2,1,0,47,1
3720,0,1,30000.0,0,0,3,2,1,0,47,1
3721,1,0,10000.0,2,2,1,0,1,1,48,1
3722,1,1,20000.0,0,0,2,0,0,1,48,1
3723,1,1,30000.0,0,0,3,2,1,0,48,1
3724,1,0,50000.0,0,0,4,1,1,0,47,1
3725,0,0,50000.0,0,0,4,1,1,0,47,1
3726,0,1,10000.0,3,0,2,0,0,2,65,0
3727,0,0,20000.0,2,0,2,0,1,1,65,1
3728,1,1,10000.0,3,0,2,0,1,2,66,1
3729,0,1,10000.0,3,0,1,0,0,2,65,0
3730,1,0,10000.0,2,1,1,0,1,2,64,0
3731,1,0,10000.0,2,2,1,0,1,1,49,1
3732,0,0,10000.0,3,3,1,0,0,0,49,0
3733,0,1,20000.0,1,1,2,0,1,0,49,0
3734,0,0,30000.0,1,0,3,2,1,0,49,1
3735,0,1,30000.0,1,1,3,2,1,0,48,1
3736,0,0,40000.0,0,0,4,2,1,0,49,1
3737,0,0,40000.0,0,0,4,2,1,0,49,1
3738,0,0,40000.0,0,0,3,2,1,0,49,1
3739,1,1,10000.0,3,3,1,0,1,1,50,1
3740,1,1,10000.0,3,3,0,0,1,1,50,1
3741,1,1,20000.0,1,1,2,0,0,1,50,1
3742,0,1,20000.0,1,1,2,0,1,1,50,1
3743,1,0,20000.0,1,1,2,0,0,1,50,0
3744,1,1,30000.0,1,1,3,2,0,0,50,1
3745,1,1,30000.0,1,1,3,2,0,1,50,1
3746,1,0,20000.0,1,1,1,0,0,1,50,1
3747,0,1,20000.0,1,1,1,0,1,1,51,1
3748,1,1,20000.0,1,1,1,0,0,1,51,1
3749,0,1,40000.0,0,0,3,2,1,0,50,1
3750,0,0,40000.0,0,0,3,2,1,0,49,1
3751,0,0,40000.0,0,0,3,2,1,0,50,1
3752,0,1,30000.0,1,1,3,2,1,1,51,1
3753,0,0,30000.0,1,1,3,1,1,2,51,0
3754,1,1,10000.0,4,3,0,0,1,2,52,0
3755,1,0,20000.0,2,2,1,0,1,0,51,1
3756,1,1,20000.0,2,2,1,0,1,1,52,0
3757,1,1,20000.0,2,2,1,0,1,1,52,0
3758,0,1,30000.0,1,1,3,1,1,2,52,0
3759,0,0,30000.0,1,1,3,1,1,2,52,0
3760,1,0,10000.0,3,2,0,0,1,2,53,0
3761,1,1,20000.0,3,3,1,0,1,0,53,1
3762,1,1,20000.0,3,3,1,0,1,0,53,1
3763,1,0,20000.0,3,3,1,0,1,0,52,1
3764,0,0,40000.0,0,0,3,3,0,0,51,1
3765,0,1,40000.0,0,0,3,3,1,0,51,1
3766,0,0,40000.0,0,0,3,3,1,0,51,1
3767,0,1,40000.0,0,0,3,3,1,0,51,1
3768,1,0,30000.0,2,2,2,2,1,0,54,0
3769,1,1,30000.0,2,2,2,2,1,0,54,1
3770,1,0,30000.0,2,2,2,2,1,0,53,0
3771,0,0,30000.0,2,2,2,2,0,1,52,0
3772,0,0,40000.0,1,0,3,1,1,0,51,0
3773,0,1,40000.0,1,0,3,1,1,0,52,0
3774,0,0,40000.0,1,0,3,1,1,0,52,0
3775,1,1,30000.0,2,2,2,2,1,2,53,0
3776,0,0,40000.0,1,0,3,1,1,0,53,0
3777,1,1,30000.0,2,2,2,2,1,2,54,0
3778,1,1,30000.0,2,2,2,2,1,2,53,0
3779,1,0,30000.0,3,3,2,2,1,0,54,1
3780,1,0,20000.0,0,0,1,0,0,1,40,0
3781,1,1,20000.0,0,0,1,0,0,1,40,0
3782,0,1,20000.0,4,4,1,0,0,1,40,0
3783,1,1,30000.0,3,3,2,2,1,1,37,1
3784,1,1,20000.0,0,0,1,0,1,1,39,0
3785,0,1,40000.0,1,0,3,1,1,0,54,1
3786,0,0,40000.0,1,0,3,1,1,0,54,1
3787,0,0,40000.0,1,0,3,1,1,0,54,1
3788,0,1,40000.0,1,0,3,1,1,0,54,1
3789,1,0,30000.0,1,0,2,2,1,1,55,0
3790,0,1,40000.0,1,0,3,1,1,0,54,1
3791,0,1,40000.0,1,0,3,1,1,1,55,1
3792,0,0,40000.0,1,0,3,1,1,1,55,1
3793,1,1,30000.0,3,3,2,2,1,2,39,0
3794,1,0,30000.0,4,4,2,2,1,1,39,0
3795,1,1,30000.0,4,4,2,2,1,3,39,0
3796,1,1,20000.0,0,0,1,0,0,1,40,0
3797,1,1,30000.0,0,0,2,2,0,1,40,0
3798,1,0,20000.0,0,0,1,0,1,1,41,0
3799,1,0,20000.0,0,0,1,0,0,1,41,0
3800,1,0,20000.0,0,0,1,0,0,1,42,0
3801,1,1,20000.0,0,0,1,0,0,1,41,0
3802,1,0,20000.0,0,0,1,0,0,1,41,0
3803,1,1,30000.0,0,0,2,2,0,1,41,0
3804,1,1,30000.0,0,0,2,2,0,1,41,0
3805,1,0,10000.0,0,0,0,0,1,2,42,0
3806,1,1,30000.0,0,0,2,2,0,1,42,1
3807,1,0,30000.0,0,0,2,2,0,1,42,1
3808,0,1,40000.0,1,1,3,1,1,0,41,1
3809,1,1,20000.0,0,0,0,0,0,2,44,0
3810,1,1,20000.0,0,0,0,0,0,2,44,0
3811,1,0,20000.0,0,0,0,0,0,2,44,0
3812,1,1,30000.0,0,0,2,2,0,1,43,1
3813,0,0,30000.0,0,0,2,2,0,1,43,1
3814,1,1,20000.0,0,0,0,0,0,2,37,0
3815,1,1,30000.0,0,0,2,2,0,1,39,0
3816,1,1,30000.0,0,0,2,2,0,1,38,0
3817,1,1,30000.0,0,0,1,0,0,1,38,0
3818,1,1,30000.0,0,0,1,0,0,1,39,0
3819,0,1,40000.0,4,2,1,1,0,2,55,1
3820,0,1,60000.0,1,0,2,1,1,1,56,1
3821,1,1,40000.0,4,2,1,1,1,2,57,1
3822,1,0,40000.0,4,2,1,1,1,4,57,1
3823,1,1,40000.0,0,0,3,3,1,1,57,0
3824,1,1,40000.0,0,0,3,3,1,1,56,0
3825,1,1,40000.0,0,0,3,3,0,1,56,0
3826,1,1,50000.0,0,0,2,1,1,1,50,1
3827,1,1,60000.0,0,0,4,3,0,1,50,1
3828,1,1,60000.0,0,0,4,3,1,1,50,1
3829,1,0,60000.0,0,0,4,3,0,1,50,1
3830,0,0,10000.0,4,0,1,1,1,2,89,0
3831,0,0,60000.0,1,0,2,1,1,1,57,1
3832,0,0,60000.0,1,0,2,1,1,1,56,1
3833,0,0,60000.0,1,0,2,1,1,1,57,1
3834,0,0,60000.0,1,0,2,1,1,1,57,1
3835,0,0,60000.0,1,0,2,1,1,1,57,1
3836,0,0,60000.0,1,0,2,1,1,1,58,1
3837,0,0,60000.0,4,3,3,3,1,0,58,0
3838,0,1,80000.0,1,0,4,3,1,0,57,1
3839,1,1,60000.0,3,2,3,3,0,1,59,1
3840,0,0,60000.0,3,2,3,3,1,1,59,1
3841,0,1,30000.0,3,0,3,2,1,0,57,1
3842,0,0,30000.0,3,0,3,2,1,0,57,1
3843,0,0,30000.0,0,0,3,2,1,0,57,1
3844,1,1,40000.0,3,0,4,2,1,0,58,1
3845,1,0,40000.0,3,0,4,2,1,0,58,1
3846,1,1,40000.0,3,0,4,2,1,0,58,1
3847,1,1,10000.0,1,1,1,0,0,1,47,1
3848,1,0,20000.0,0,0,2,0,0,1,46,1
3849,1,0,20000.0,0,0,2,0,0,1,47,1
3850,1,1,10000.0,2,2,1,0,1,0,48,1
3851,0,1,10000.0,2,2,1,0,0,0,48,0
3852,1,1,30000.0,0,0,3,2,1,0,47,1
3853,1,1,30000.0,0,0,3,2,1,0,47,1
3854,0,1,30000.0,0,0,3,2,1,0,47,1
3855,1,1,30000.0,0,0,3,2,1,0,47,1
3856,0,0,20000.0,2,0,3,2,1,1,97,0
3857,1,0,20000.0,0,0,2,0,0,1,48,0
3858,1,1,20000.0,0,0,2,0,0,1,48,1
3859,0,0,30000.0,0,0,3,2,1,0,47,1
3860,1,1,30000.0,0,0,3,2,1,0,48,1
3861,0,1,30000.0,0,0,3,2,0,0,48,1
3862,0,1,30000.0,1,0,3,2,1,0,47,1
3863,1,0,40000.0,0,0,4,2,1,0,48,1
3864,0,0,40000.0,0,0,4,2,1,0,48,1
3865,1,1,40000.0,0,0,4,2,1,0,48,1
3866,0,0,40000.0,0,0,4,2,1,0,48,1
3867,1,1,40000.0,0,0,4,2,1,0,48,1
3868,1,1,50000.0,0,0,4,1,1,0,48,1
3869,0,1,20000.0,2,0,2,0,1,1,65,1
3870,0,0,10000.0,2,2,1,0,0,1,49,0
3871,0,0,10000.0,2,2,1,0,0,1,49,0
3872,0,0,40000.0,0,0,4,2,1,0,49,1
3873,0,0,40000.0,0,0,4,2,1,0,49,1
3874,1,0,20000.0,1,1,2,0,0,1,50,1
3875,0,1,10000.0,4,0,1,0,0,2,91,0
3876,0,1,30000.0,1,1,3,2,1,0,50,1
3877,1,1,10000.0,4,4,0,0,1,0,51,1
3878,0,1,40000.0,0,0,3,2,1,0,50,1
3879,0,0,40000.0,0,0,3,2,1,0,50,1
3880,0,1,40000.0,0,0,3,2,1,0,50,1
3881,1,1,40000.0,0,0,3,2,1,0,50,1
3882,0,1,20000.0,2,0,1,0,1,1,90,0
3883,1,0,30000.0,1,0,2,0,1,1,90,0
3884,0,1,30000.0,1,1,3,1,1,1,50,1
3885,0,0,30000.0,1,1,3,1,1,1,51,1
3886,0,1,30000.0,1,1,3,1,1,2,51,0
3887,1,0,10000.0,4,3,0,0,1,2,51,0
3888,1,0,20000.0,2,2,1,0,1,2,51,0
3889,0,0,30000.0,1,1,3,1,1,2,51,0
3890,0,1,10000.0,4,0,1,0,0,2,87,0
3891,1,0,10000.0,4,0,1,0,1,2,88,0
3892,0,0,10000.0,3,2,0,0,0,2,53,0
3893,1,0,20000.0,3,3,1,0,1,0,53,1
3894,1,1,10000.0,3,2,0,0,1,2,54,0
3895,1,0,10000.0,3,2,0,0,1,2,54,0
3896,1,0,20000.0,3,3,1,0,1,1,54,0
3897,1,1,20000.0,3,3,1,0,1,1,54,1
3898,1,0,20000.0,3,3,1,0,1,3,54,1
3899,1,1,20000.0,3,3,1,0,1,4,54,1
3900,1,0,40000.0,0,0,3,3,1,0,50,1
3901,0,0,40000.0,0,0,3,3,0,0,51,1
3902,0,0,40000.0,0,0,3,3,1,0,50,1
3903,0,1,40000.0,0,0,3,3,1,0,51,1
3904,0,0,60000.0,0,0,4,1,1,0,50,0
3905,1,0,20000.0,4,4,1,0,1,1,54,1
3906,0,0,30000.0,1,0,2,2,1,1,54,1
3907,0,1,30000.0,1,0,2,2,1,1,55,0
3908,0,1,30000.0,1,0,2,2,1,1,55,1
3909,0,0,50000.0,1,0,4,1,1,0,83,0
3910,0,1,30000.0,2,2,2,2,0,1,52,0
3911,1,1,30000.0,2,2,2,2,1,1,51,0
3912,0,0,40000.0,1,0,3,1,1,0,52,0
3913,0,1,30000.0,2,2,2,2,0,2,53,0
3914,1,0,30000.0,2,2,2,2,1,2,53,0
3915,1,0,30000.0,2,2,2,2,1,2,53,0
3916,1,0,30000.0,2,2,2,2,1,2,52,0
3917,1,1,30000.0,2,2,2,2,1,2,53,0
3918,1,1,30000.0,2,2,2,2,1,2,53,0
3919,0,0,40000.0,1,0,3,1,1,0,53,1
3920,1,1,20000.0,4,4,1,0,1,2,38,0
3921,1,1,20000.0,4,4,1,0,1,2,38,0
3922,1,1,30000.0,3,3,2,2,1,1,38,1
3923,1,1,30000.0,3,3,2,2,1,2,38,0
3924,1,0,30000.0,3,3,2,2,1,2,38,0
3925,0,1,40000.0,1,0,3,1,1,0,53,1
3926,0,1,40000.0,1,0,3,1,1,0,54,1
3927,0,0,30000.0,1,0,2,2,1,1,55,1
3928,0,0,40000.0,1,0,3,1,1,0,55,1
3929,0,0,40000.0,1,0,3,1,1,0,55,1
